username,likes,comment,publishedAt,updatedAt,viewerRating,parentId,comment_id,word_count,cleaned_comment,topic_nmf,topic_kmeans,topic_word2vec_kmeans,sentiment,sentiment_vader
@andrewpearson955,0,"People in the comment section, om guessing people who voted out or Americans who don't know geography. Despite brexit the UK is still European. We left the Eu not Europe since that's impossible. This videos is 2 binary
Not everyone in Europe hates America chocolate, hersey isn't the only American chocolate. Furthermore for the last decades American candy shops have opened all of Europe, for those shop to thrive they has to be demand. They amount of time ive went on holiday to America I've definitely not been staved for chocolate.",2021-11-13T04:36:45Z,2021-11-13T04:36:45Z,none,,518,91,people comment section guessing people voted american know geography brexit uk still european left eu europe impossible video binary everyone europe hate america chocolate hersey american chocolate furthermore last decade american candy shop opened europe shop thrive demand amount time ive went holiday america definitely staved chocolate,4,2,6,-0.08333333333333333,0.25
@ericgomez5929,0,"I've never liked Hershey's chocolate. I would always get a gross after taste which now learning about this, does resemble Vomit. Glad to know I'm not the only one",2021-11-10T14:02:40Z,2021-11-10T14:02:40Z,none,,519,29,never liked hershey chocolate would always get gross taste learning resemble vomit glad know one,6,9,8,0.05,-0.3468
@krissymarklewis1793,0,The U.K isn't in Europe ha.,2021-11-10T01:21:13Z,2021-11-10T01:21:13Z,none,,520,6,u k europe ha,8,1,5,0.0,-0.2584
@givenfirstnamefamilyfirstn3935,0,So the sour rotten milk taste is deliberate ….  The Spin is working hard here.,2021-11-09T04:18:39Z,2021-11-09T04:18:39Z,none,,521,15,sour rotten milk taste deliberate spin working hard,7,4,0,-0.22083333333333335,-0.6077
@timelord5920,0,"So Hershey’s is not the dog’s bollocks, it’s the dog’s arse!",2021-11-09T01:30:20Z,2021-11-09T01:30:20Z,none,,522,11,hershey dog bollock dog arse,2,5,4,0.0,0.0
@joylox,0,"I'm lactose intolerant, and I notice a difference between certain types that don't even have milk, but I think those have to do with different ingredients. My favourites are still Swiss chocolate, like Stella Bernrain which is often imported at organic stores.",2021-11-08T23:31:25Z,2021-11-08T23:31:25Z,none,,523,42,lactose intolerant notice difference certain type even milk think different ingredient favourite still swiss chocolate stella bernrain often imported organic store,7,1,6,0.10714285714285714,0.5859
@sillybilly1662,1,American taste buds are used to the actual vomit chemical in their chocolate. Fact. Look it up. Their candy and chocolate is the worst in the World but try telling them that. They have no idea like in most things.,2021-11-08T19:29:46Z,2021-11-08T19:29:46Z,none,,524,40,american taste bud used actual vomit chemical chocolate fact look candy chocolate worst world try telling idea thing,6,7,6,-0.125,-0.2732
@caramanico1,0,"This is a terrific sciencey explanation (emulsifiers, etc...).  Driving my Uber I actually asked a good number of people from Europe about this.  After they shudder and emit gagging sounds for awhile, the answer is ""sugar, BLEEEEEECH.""",2021-11-07T12:44:16Z,2021-11-07T12:50:37Z,none,,525,37,terrific sciencey explanation emulsifier etc driving uber actually asked good number people europe shudder emit gagging sound answer sugar bleeeeeech,8,0,6,0.2333333333333333,0.7624
@frostyodran5893,0,"im pretty sure it not for all people, well thank you now i have to taste hershey's someday",2021-11-07T12:41:55Z,2021-11-07T12:41:55Z,none,,526,18,im pretty sure people well taste hershey someday,1,5,4,0.375,0.8442
@MosesMatsepane,0,"American products are usually too sweet or too salty. I am referring here to the exact products that I have in my home country. Double the sugar, and salt. Also Yoghurts, Cheese even Eggs tasted artificial. You pay a premium in America for regular products.",2021-11-04T09:59:00Z,2021-11-04T09:59:00Z,none,,527,45,american product usually sweet salty referring exact product home country double sugar salt also yoghurt cheese even egg tasted artificial pay premium regular product,4,1,6,-0.03571428571428571,0.3818
@memezoffuckery3207,0,Eating Hershey’s is based,2021-11-03T07:25:35Z,2021-11-03T07:25:35Z,none,,528,4,eating hershey based,2,5,0,0.0,0.0
@aajohnsoutube,0,"Because they like a few tastes that taste familiar … and our grocery-store chocolate sucks
And Cadbury probably sells more in the US.",2021-11-03T05:33:06Z,2021-11-03T05:34:10Z,none,,529,23,taste taste familiar grocery store chocolate suck cadbury probably sell u,1,6,0,0.09375,0.0
@No-timeforimbeciles,0,"Cadburys is not allowed to just be called chocolate in europe, it has to be clearly labelled as milk chocolate, it is not nice, too sweet, do not confuse British chocolate with European chocolate",2021-11-02T08:53:28Z,2021-11-02T08:53:28Z,none,,530,34,cadburys allowed called chocolate europe clearly labelled milk chocolate nice sweet confuse british chocolate european chocolate,0,4,0,0.030000000000000006,-0.1144
@k8tina,42,"Now I understand why my Estonian cousins think our US chocolate tastes ""different"" and ""not as good"" as the chocolate there. They have sent me some Kalev brand chocolates in exchange for some Hershey brand chocolates. TBH, I absolutely LOVE their chocolates!!! 🍫🥰",2021-11-02T06:57:46Z,2021-11-02T06:57:46Z,none,,531,43,understand estonian cousin think u chocolate taste different good chocolate sent kalev brand chocolate exchange hershey brand chocolate tbh absolutely love chocolate,0,0,8,0.5588541666666667,0.6904
@RiasGremory1337,0,"NA ""chocolate"" lul",2021-10-31T16:21:29Z,2021-10-31T16:21:29Z,none,,532,3,na chocolate lul,0,2,1,0.0,0.0
@SecretTougeCult,0,So I'm not crazy thinking that it tastes like puke 😂🇩🇪,2021-10-31T08:11:56Z,2021-10-31T08:11:56Z,none,,533,11,crazy thinking taste puke,1,6,1,0.3,0.1027
@davidquirk8097,1,Holding up Cadburys as an example of what good chocolate tastes like makes me laugh. While it's certainly not the worst chocolate on the shelves it's nowhere near the best either.,2021-10-29T13:30:58Z,2021-10-29T13:30:58Z,none,,534,31,holding cadburys example good chocolate taste make laugh certainly worst chocolate shelf nowhere best,0,8,0,0.16547619047619047,0.8841
@cryptocourage170,0,How do they know what earwax tastes like,2021-10-28T18:02:52Z,2021-10-28T18:02:52Z,none,,535,8,know earwax taste,1,6,8,0.0,0.3612
@youngcompetitive7457,0,whats with the chocolate fetish? disgusting!,2021-10-25T07:15:01Z,2021-10-25T07:15:01Z,none,,536,6,whats chocolate fetish disgusting,0,1,0,-1.0,-0.5707
@lightningfun6486,0,I’m an Australian I agree American chocolate tastes like wax,2021-10-25T05:06:55Z,2021-10-25T05:06:55Z,none,,537,10,australian agree american chocolate taste wax,1,2,5,0.0,0.6124
@thejackalope6093,0,How picky can u guys get. Chocolate is chocolate,2021-10-25T02:30:14Z,2021-10-25T02:30:14Z,none,,538,9,picky u guy get chocolate chocolate,0,2,5,0.0,0.0
@Cruck10,0,"I'm here to settle this debate. Chocolate derived from the Náhuatl word ""xocolatl"" originates in mesoamerica. Original Mexican chocolate from the south is the best.",2021-10-24T18:26:39Z,2021-10-24T18:26:39Z,none,,539,25,settle debate chocolate derived náhuatl word xocolatl originates mesoamerica original mexican chocolate south best,0,8,5,0.4583333333333333,0.7579
@theonkuring,0,"so that's what i smell in a hershey's baaaar! that smell, i couldn't put my finger on it",2021-10-24T12:07:07Z,2021-10-24T12:07:07Z,none,,540,18,smell hershey baaaar smell put finger,2,5,2,0.0,0.0
@jake2011rt,0,"All these people talking about Cadbury are missing the point. Cadbury was Hershey's biggest competitor in the states. His methods and business model were designed specifically to beat them. They were not claiming that Cadbury is Europe's chocolate, just that it is the European brand that competed with Hershey in the states as well as was (and still is) the one with which most Americans are familiar. 

Also, I'm really loving the self-assured attitude of the Europeans and ex-pats in these comments. I have also been to Europe and seen and tasted some awful food there. Maybe, just maybe, you think your food is so much better because you are used to it? This reminds me of James May claiming on Top Gear that ""Mexicans can't do food."" The sheer irony of a British man looking down on anyone else's food, let alone the vibrant and flavorful cuisine of Mexico, encapsulates European food snobbery better than anything else.",2021-10-24T04:05:49Z,2021-10-24T04:05:49Z,none,,541,158,people talking cadbury missing point cadbury hershey biggest competitor state method business model designed specifically beat claiming cadbury europe chocolate european brand competed hershey state well still one american familiar also really loving self assured attitude european ex pat comment also europe seen tasted awful food maybe maybe think food much better used reminds james may claiming top gear mexican food sheer irony british man looking anyone else food let alone vibrant flavorful cuisine mexico encapsulates european food snobbery better anything else,8,3,6,0.12757936507936507,0.8151
@CH-lg3st,0,"You spelled: ""why European chocolate is better"" wrong.",2021-10-22T18:03:48Z,2021-10-22T18:03:48Z,none,,542,8,spelled european chocolate better wrong,5,3,0,0.0,-0.0516
@sergeyakimov7332,0,I prefer Russian Chocolat over cheap Hershey bar every chance i get...so are my American co-workers that can buy it or European brands...Alpen Gold is by far my favorite,2021-10-22T08:10:53Z,2021-10-22T08:10:53Z,none,,543,29,prefer russian chocolat cheap hershey bar chance get american co worker buy european brand alpen gold far favorite,5,5,0,0.16666666666666666,0.6124
@arleccio,0,"He did something to the milk, huh? Like, I don't know, pasteurize it? Or heat it up even more to make it last even longer even unrefrigerated? 
Then again. He's in the USA. Likely chlorinated it. I'd keep that secret, too.

Edit: I wasn't far off. It sounds disgusting tbh. They're still using slightly off milk today?",2021-10-19T23:47:17Z,2021-10-19T23:54:20Z,none,,544,57,something milk huh know pasteurize heat even make last even longer even unrefrigerated usa likely chlorinated keep secret edit far sound disgusting tbh still using slightly milk today,7,4,8,-0.1380952380952381,-0.4329
@PradedaCech,0,"Ferrero, Lindt, Villars, Cailler, Frey, Toblerone, Ritter Sport, Milka, Cote d'Or,... what's a Cadbury?",2021-10-19T05:58:58Z,2021-10-19T05:58:58Z,none,,545,14,ferrero lindt villars cailler frey toblerone ritter sport milka cote cadbury,8,3,6,0.0,0.0
@PradedaCech,0,"I had never even heard about Cadbury and Hershey's before I had been to the UK and the US for the first time, respectively.",2021-10-19T05:51:58Z,2021-10-19T05:51:58Z,none,,546,24,never even heard cadbury hershey uk first time respectively,8,3,4,0.125,0.34
@boriszakharin3189,3,"I've lived in the US most of my life, so my reactions are suspect, but I like Hershey's and Reese's just fine, though I recognize it as the lowest-quality chocolate. It's something you can wolf down or focus on other ingredients (like peanut butter, crisped rice, etc.) as opposed to savoring the taste. The European chocolate I'm familiar with is not Cadbury or any other brand similar in quality to Hershey's. Rather it's ""fancy"" chocolate like Lindt and Ferrero. American equivalents to these would be Ghirardelli and Godiva, and yes, I prefer the European ones most of the time, but not by a huge margin.",2021-10-18T22:49:55Z,2021-10-18T22:49:55Z,none,,547,105,lived u life reaction suspect hershey reese fine recognize lowest quality chocolate something wolf focus ingredient peanut butter crisped rice etc opposed savoring taste european chocolate familiar cadbury brand similar quality hershey rather fancy chocolate lindt ferrero american equivalent would ghirardelli godiva yes prefer european one time huge margin,5,3,0,0.1488425925925926,0.8484
@scientistsquid5675,0,Jokes on you I am into that crap,2021-10-18T22:44:01Z,2021-10-18T22:44:01Z,none,,548,8,joke crap,5,1,1,-0.8,-0.1531
@username1093,0,sooo.... european chocolate is superior,2021-10-17T00:39:02Z,2021-10-17T00:39:02Z,none,,549,5,sooo european chocolate superior,5,3,1,0.35,0.5423
@felipeiglesias,0,"So, the best chocolates in Europe are produced in Switzerland, Italy, Belgium and France but you are comparing two Anglo-Saxon brands. Good for you.",2021-10-16T07:03:15Z,2021-10-16T07:03:15Z,none,,550,24,best chocolate europe produced switzerland italy belgium france comparing two anglo saxon brand good,8,8,4,0.85,0.7642
@user-jq7di9pz8m,0,"Anyone I know who has been to America says the same thing about the chocolate and when I went there I couldn't believe how bad it was. Now saying ""American chocolate tastes like vomit"" is scientifically accurate!",2021-10-16T04:37:36Z,2021-10-16T04:37:36Z,none,,551,37,anyone know america say thing chocolate went believe bad saying american chocolate taste vomit scientifically accurate,9,7,4,-0.04999999999999993,0.685
@Nushgala,0,Im American. I hate regular American chocolate.,2021-10-15T15:24:01Z,2021-10-15T15:24:01Z,none,,552,7,im american hate regular american chocolate,4,2,5,-0.2,-0.5719
@jakubhladik2410,0,guys im european cadburry tastes wired,2021-10-13T17:35:40Z,2021-10-13T17:35:40Z,none,,553,6,guy im european cadburry taste wired,5,6,8,0.0,0.0
@naomiandino6004,0,"ah yes, the most important ingredient: Milton Hershey",2021-10-13T14:06:23Z,2021-10-13T14:06:23Z,none,,554,8,ah yes important ingredient milton hershey,2,5,0,0.45,0.5849
@charlkriek4863,0,Hershey's really is not pleasant,2021-10-13T09:41:36Z,2021-10-13T09:41:36Z,none,,555,5,hershey really pleasant,2,5,5,-0.36666666666666664,-0.4526
@robintan502,0,"Nope Hershey's ain't cheap here in Asia, and a result we have a fair go at both American and European offerings. That said, Cadbury trumps Hershey in Asia. Not sure it's the taste or the marketing, but imo artisanal chocolate that usually maxes the natural chocolate and minimises the additives, tastes the best",2021-10-12T19:15:43Z,2021-10-12T19:15:43Z,none,,556,53,nope hershey cheap asia result fair go american european offering said cadbury trump hershey asia sure taste marketing imo artisanal chocolate usually max natural chocolate minimises additive taste best,1,6,5,0.21250000000000002,0.8812
